"sender hash invalid.","Hash de comprador inválido."
"credit card brand is not accepted.","Bandeira de cartão não aceita."
"shipping type invalid pattern: %s","Tipo de frete for do padrão: %s"
"shipping cost invalid pattern: %s","Custo de frete fora dos padrões: %s"
"shipping cost out of range: %s","Custo de frete fora dos limites: %s"
"cart total value is negative: %s","Valor total do carrinho é negativo: %s"
"extra amount invalid pattern: %s. Must fit the patern: -?\\d+.\\d\{2\}","Valor extra incompatível: %s. Deve seguir o padrão: -?\\d+.\\d{2\}"
"payment mode invalid value, valid values are default and gateway.","Modo de pagamento inválido. Valores válidos são: default e gateway."
"payment method invalid value, valid values are creditCard, boleto e eft.","Método de pagamento inválido. Valores aceitos são: creditCard, boleto e eft"
"shipping cost was provided, shipping address must be complete.","Valor de frete foi especificado, endereço de entrega deve estar completo."
"sender information was provided, email must be provided too.","Dados do comprador foram especificados, email deve ser especificado também."
"credit card holder is incomplete.","Nome do titular do cartão está incompleto."
"shipping address information was provided, sender email must be provided too.","Endereço de entrega foi fornecido, e-mail do comprador também deve ser fornecido."
"eft bank is required.","Banco para tef é obrigatório."
"eft bank is not accepted.","Banco não aceito para tef."
"sender born date invalid value: %s","Data de nascimento do comprador inválida: %s"
"sender email invalid domain: %s. You must use an email @sandbox.pagseguro.com.br","Domínio do e-mail do comprador inválido: %s. Você deve usar um e-mail @sandbox.pagseguro.com.br"
"installment quantity out of range: %s. The value must be greater than zero.","Quantidade de parcelas fora do limite: %s. O valor deve ser maior que zero."
"sender is blocked.","Comprador está bloqueado."
"credit card token invalid.","Token de cartão de crédito inválido."
"credit card holder name invalid value: %s","Nome do titular do cartão inválido: %s"
"sender cpf or sender cnpj is required.","CPF ou CNPJ do titular do cartão é obrigatório."
"Expiration Date","Data de Validade"
"preApproval data is required.","Campo preApproval é obrigatório."
"You must configure a transactions notifications (Notificação de Transações) URL before using this service.","Você deve configurar a URL de Notificação de Transações antes de usar este serviço."
"pre-approval cannot be paid twice on the same day.","Pré aprovação não pode ser paga duas vezes no mesmo dia."
"preApprovalInitialDate invalid value.", "Valor de preApprovalInitialDate é inválido."
"preApproval auto charged can not inform initialDate.","Pagamentos pré-aprovados com cobrança automática não podem informar data inicial (initialDate)."
"senderPhone invalid value: %s","Telefone do comprador inválido: %s"
"Email invalid value.","E-mail inválido."
"The accounts of the vendor and buyer can not be related to each other.","Vendedor e comprador não podem estar relacionados."
"senderName cannot be blank.","Nome do comprador está em branco."
"senderEmail cannot be blank.","E-mail do comprador não pode estar em branco."
"senderName mandatory.","Nome do comprador é obrigatório."
"senderAreaCode invalid value: %s","Código de área do telefone inválido: %s"
"pre-approval not found.","Pré-aprovação não encontrada."
"Plan not found.","Plano não encontrado."
"postalCode invalid Value: %s","CEP Inválido: %s"
"addressStreet invalid length: %s","Tamanho de Rua inválido: %s"
"addressState invalid value: %s must fit the pattern: \w{2} (e. g. ""SP"")","Formato do Estado inválido: %s. Deve conter apenas 2 letras (ex: SP)"
"cpf is invalid: %s","CPF Inválido: %s"
"cnpj is invalid: %s","CNPJ Inválido: %s"
"sender email invalid domain: %s","E-mail do comprador com domínio inválido: %s. Você deve usar um e-mail @sandbox.pagseguro.com.br"
"invalid pre-approval status to execute the requested operation. Pre-approval status is ACTIVE.","Status inválido para operação atual. O status da assinatura atual é ACTIVE."
"YYYY","AAAA"
"Year","Ano"
"Month","Mês"
"Pay with 2 cards","Pagar com 2 cartões"
"Expiry Date","Validade"
"How much do You want to pay with this card?","Qual valor gostaria de pagar com este cartão?"
"Remaining value of the payment:","Valor a pagar no outro cartão:"
"Go to second card","Adicionar segundo cartão"
"card %s","cartão %s"
"edit","editar"
"Enable 2 cards payment","Habilitar pagamento com dois cartões"
"Payment with 2 cards only works if the application mode is enabled.","Pagamento com 2 cartões está disponível somente no modelo de aplicação."
"security field with invalid length","código de segurança possui o tamanho incorreto"
"cvv is mandatory","código de segurança é um campo obrigatório"
"invalid creditcard brand","bandeira do cartão não identificada"
"creditcard number with invalid length","número do cartão de crédito possui o tamanho incorreto"
"invalid date format","data de validade inválida"
"invalid security field","código de segurança inválido"
"PagSeguro: Payment with two credit cards is only available in the application model. Authorize your account for free to enable it.","PagSeguro: Pagamento com dois cartões só está disponível no modelo de aplicação. Autorize sua conta gratuitamente."
"Not applicable","Não aplicável"
"Show Download PDF Button","Mostrar Botão de Download em PDF"
